UTC,input_voltage_mcu,input_voltage_inv,output_voltage_inv,output_current_inv,battery_voltage_inv,temperature_inv,pv_input_voltage,pv_input_current,mppt_output_voltage,mppt_output_current,temperature_mppt,temperature_bat
2021-08-01 00:03:03,197.11111111111111,191.8,189.5,7.03125,25.6,31.7,0.75,0.0,25.78,0.0,29.17,27.82
2021-08-01 00:08:03,198.38888888888889,197.4,195.1,6.976744186046512,25.8,31.7,1.13,0.0,25.8,0.0,29.16,27.85
2021-08-01 00:13:03,199.66666666666666,197.6,195.6,6.976744186046512,25.8,31.7,0.24,0.0,25.84,0.0,29.14,27.79
2021-08-01 00:18:03,199.66666666666666,198.6,196.6,6.976744186046512,25.8,31.6,1.07,0.0,25.86,0.0,29.13,27.81
2021-08-01 00:23:03,202.22222222222226,198.8,196.8,6.976744186046512,25.8,31.6,0.83,0.0,25.89,0.0,29.13,27.8
2021-08-01 00:28:03,199.66666666666666,202.2,200.0,6.976744186046512,25.8,31.6,1.21,0.0,25.92,0.0,29.12,27.8
2021-08-01 00:33:03,195.83333333333334,201.0,198.8,6.976744186046512,25.8,31.6,0.6,0.0,25.95,0.0,29.11,27.76
2021-08-01 00:38:04,199.66666666666666,199.0,196.8,6.976744186046512,25.8,31.6,0.97,0.0,25.99,0.0,29.1,27.74
2021-08-01 00:43:04,200.94444444444449,201.8,199.6,6.923076923076923,26.0,31.6,0.96,0.0,26.04,0.0,29.09,27.79
2021-08-01 00:48:04,198.38888888888889,201.6,199.5,6.923076923076923,26.0,31.6,1.04,0.0,26.05,0.0,29.09,27.83
2021-08-01 00:53:04,200.94444444444449,197.5,195.2,6.923076923076923,26.0,31.6,1.17,0.0,26.07,0.0,29.1,27.91
2021-08-01 00:58:04,197.11111111111111,198.5,196.4,6.923076923076923,26.0,31.5,1.25,0.0,26.11,0.0,29.1,27.94
2021-08-01 01:03:04,198.38888888888889,196.8,194.7,6.923076923076923,26.0,31.5,0.78,0.0,26.13,0.0,29.1,27.98
2021-08-01 01:08:05,199.66666666666666,197.8,195.6,6.923076923076923,26.0,31.6,0.22,0.0,26.18,0.0,29.09,28.0
2021-08-01 01:13:05,198.38888888888889,198.7,196.6,6.923076923076923,26.0,31.5,0.18,0.0,26.19,0.0,29.1,28.0
2021-08-01 01:18:05,204.7777777777778,197.5,195.5,6.870229007633588,26.2,31.5,1.06,0.0,26.25,0.0,29.09,27.98
2021-08-01 01:23:05,203.50000000000003,203.5,201.2,6.870229007633588,26.2,31.5,1.05,0.0,26.28,0.0,29.09,28.03
2021-08-01 01:28:05,202.22222222222226,203.4,201.2,6.870229007633588,26.2,31.5,1.25,0.0,26.27,0.0,29.09,28.04
2021-08-01 01:33:05,200.94444444444449,201.8,199.8,6.870229007633588,26.2,31.5,0.55,0.0,26.34,0.0,29.09,28.06
2021-08-01 01:38:06,202.22222222222226,203.7,201.4,6.870229007633588,26.2,31.5,1.28,0.0,26.35,0.0,29.09,28.05
2021-08-01 01:43:06,202.22222222222226,201.7,199.5,6.870229007633588,26.2,31.5,0.54,0.0,26.4,0.0,29.08,28.06
2021-08-01 01:48:06,197.11111111111111,200.8,198.7,6.818181818181818,26.4,31.5,0.63,0.0,26.45,0.0,29.08,28.07
2021-08-01 01:53:06,203.50000000000003,201.3,199.0,6.818181818181818,26.4,31.5,0.2,0.0,26.47,0.0,29.08,28.05
2021-08-01 01:58:06,202.22222222222226,202.9,200.8,6.818181818181818,26.4,31.5,0.38,0.0,26.53,0.0,29.08,28.07
2021-08-01 02:03:06,203.50000000000003,205.3,203.1,7.954545454545455,26.4,31.5,1.03,0.0,26.55,0.0,29.08,28.07
2021-08-01 02:08:07,199.66666666666666,197.6,195.4,6.818181818181818,26.4,31.6,0.58,0.0,26.61,0.0,29.08,28.07
2021-08-01 02:13:07,202.22222222222226,204.3,202.2,6.7669172932330826,26.6,31.6,0.25,0.0,26.68,0.0,29.08,28.02
2021-08-01 02:18:07,203.50000000000003,203.3,201.2,6.7669172932330826,26.6,31.6,0.96,0.0,26.73,0.0,29.1,27.96
2021-08-01 02:23:07,202.22222222222226,204.8,202.7,7.894736842105263,26.6,31.7,0.99,0.0,26.76,0.0,29.1,27.97
2021-08-01 02:28:07,203.50000000000003,203.6,201.3,6.870229007633588,26.2,31.5,0.31,0.0,26.65,0.0,29.11,27.93
2021-08-01 02:33:07,204.7777777777778,208.7,206.6,7.894736842105263,26.6,31.5,1.27,0.0,26.8,0.0,29.13,27.93
2021-08-01 02:38:08,203.50000000000003,206.1,203.8,7.835820895522388,26.8,31.5,0.79,0.0,26.83,0.0,29.13,27.93
2021-08-01 02:43:08,202.22222222222226,204.0,201.8,6.716417910447761,26.8,31.3,1.18,0.0,26.82,0.0,29.11,27.92
2021-08-01 02:48:08,203.50000000000003,205.1,203.0,7.835820895522388,26.8,31.1,0.17,0.0,26.79,0.0,29.1,27.88
2021-08-01 02:53:08,209.8888888888889,210.0,207.8,7.835820895522388,26.8,31.0,1.08,0.0,26.83,0.0,29.09,27.88
2021-08-01 02:58:08,206.05555555555557,209.6,207.4,7.835820895522388,26.8,30.8,0.61,0.0,26.82,0.0,29.07,27.95
2021-08-01 03:03:08,206.05555555555557,208.0,205.7,7.835820895522388,26.8,30.7,0.19,0.0,26.81,0.0,29.06,27.84
2021-08-01 03:08:09,207.33333333333334,211.1,208.9,7.835820895522388,26.8,30.6,1.36,0.0,26.8,0.0,29.05,27.88
2021-08-01 03:13:09,207.33333333333334,209.1,206.9,7.835820895522388,26.8,30.5,1.44,0.0,26.8,0.0,29.04,27.95
2021-08-01 03:18:09,204.7777777777778,210.2,207.5,7.835820895522388,26.8,30.4,0.45,0.0,26.82,0.0,29.05,27.99
2021-08-01 03:22:25,204.7777777777778,,,,,,1.35,0.0,26.81,0.0,29.03,28.01
2021-08-01 03:27:25,203.50000000000003,207.1,204.9,7.835820895522388,26.8,30.3,0.24,0.0,26.84,0.0,29.06,28.06
2021-08-01 03:32:26,204.7777777777778,204.1,202.1,6.716417910447761,26.8,32.4,1.38,0.0,26.88,0.0,29.2,28.13
2021-08-01 03:37:26,203.50000000000003,207.1,204.9,7.835820895522388,26.8,34.9,0.47,0.0,26.91,0.0,29.41,28.01
2021-08-01 03:42:26,203.50000000000003,205.0,202.0,6.716417910447761,26.8,36.8,0.27,0.0,26.88,0.0,29.61,27.93
2021-08-01 03:47:26,203.50000000000003,204.1,201.2,6.716417910447761,26.8,36.8,0.29,0.0,26.92,0.0,29.82,28.08
2021-08-01 03:52:26,206.05555555555557,203.3,201.1,6.716417910447761,26.8,38.3,1.31,0.0,26.94,0.0,30.06,28.1
2021-08-01 03:57:26,202.22222222222226,206.2,204.0,6.716417910447761,26.8,39.4,1.2,0.0,26.93,0.0,30.3,27.89
2021-08-01 04:02:26,202.22222222222226,206.2,204.0,6.716417910447761,26.8,39.9,1.19,0.0,26.96,0.0,30.53,27.82
2021-08-01 04:07:26,203.50000000000003,201.5,199.2,6.716417910447761,26.8,40.5,0.55,0.0,26.95,0.0,30.74,27.86
2021-08-01 04:12:26,203.50000000000003,203.9,201.7,6.716417910447761,26.8,40.9,0.87,0.0,26.91,0.0,30.87,28.12
2021-08-01 04:17:26,200.94444444444449,201.7,199.5,6.716417910447761,26.8,38.7,0.58,0.0,26.94,0.0,30.97,28.19
2021-08-01 04:22:26,204.7777777777778,200.1,197.9,6.716417910447761,26.8,39.6,0.98,0.0,26.95,0.0,31.12,28.21
2021-08-01 04:27:27,203.50000000000003,205.7,203.4,6.716417910447761,26.8,40.0,0.74,0.0,26.94,0.0,31.29,28.29
2021-08-01 04:32:27,204.7777777777778,210.3,208.0,7.835820895522388,26.8,40.4,1.3,0.0,26.97,0.0,31.45,28.16
2021-08-01 04:37:27,204.7777777777778,207.3,205.0,7.835820895522388,26.8,40.7,0.2,0.0,26.97,0.0,31.59,28.1
2021-08-01 04:42:27,206.05555555555557,208.1,205.8,10.074626865671641,26.8,41.0,0.4,0.0,26.9,0.0,31.59,28.34
2021-08-01 04:47:27,206.05555555555557,207.2,205.2,11.194029850746269,26.8,38.3,0.62,0.0,26.93,0.0,31.58,28.53
2021-08-01 04:52:27,202.22222222222226,204.3,202.1,11.194029850746269,26.8,39.1,0.36,0.0,26.94,0.0,31.65,28.52
2021-08-01 04:57:27,197.11111111111111,201.9,199.5,11.194029850746269,26.8,39.6,1.69,0.0,26.94,0.0,31.73,28.18
2021-08-01 05:02:27,198.38888888888889,191.3,189.1,10.074626865671641,26.8,39.9,3.0,0.0,26.96,0.0,31.83,28.3
2021-08-01 05:07:27,200.94444444444449,194.9,192.7,11.194029850746269,26.8,40.0,11.97,0.0,26.97,0.0,31.93,28.13
