UTC,input_voltage_mcu,input_voltage_inv,output_voltage_inv,output_current_inv,battery_voltage_inv,temperature_inv,pv_input_voltage,pv_input_current,mppt_output_voltage,mppt_output_current,temperature_mppt,temperature_bat
2021-08-01 07:52:22,0.0,,,,,,77.15,1.5,25.21,4.63,34.94,26.68
2021-08-01 07:57:22,0.0,,,0.0,25.2,27.9,78.49,1.47,25.13,4.54,35.27,26.91
2021-08-01 08:02:22,0.0,,229.8,0.0,25.0,28.8,75.11,1.47,25.16,4.3,35.46,26.68
2021-08-01 08:07:22,0.0,,229.6,0.0,25.0,29.6,72.6,1.14,24.17,3.68,35.4,26.99
2021-08-01 08:12:22,0.0,,229.7,11.25,24.0,30.3,79.67,1.48,24.16,5.12,35.84,27.0
2021-08-01 08:17:22,0.0,,229.7,11.25,24.0,31.1,80.58,1.16,24.1,4.07,36.02,27.18
2021-08-01 08:22:22,0.0,,229.8,11.25,24.0,31.7,77.31,0.84,23.97,2.55,35.76,27.47
2021-08-01 08:27:22,0.0,,229.9,10.084033613445378,23.8,30.9,79.1,1.42,24.02,4.93,36.03,27.21
2021-08-01 08:32:22,0.0,,229.6,11.25,24.0,32.1,78.98,2.31,24.12,7.37,36.61,27.07
2021-08-01 08:37:23,0.0,,229.9,11.25,24.0,32.6,78.48,2.47,24.09,7.9,37.07,27.25
2021-08-01 08:42:23,0.0,,229.9,11.25,24.0,33.0,75.71,2.35,24.04,7.45,37.64,27.27
2021-08-01 08:47:23,0.0,,229.8,10.0,24.0,33.5,71.66,2.01,23.97,6.4,37.24,27.32
2021-08-01 08:52:23,0.0,,229.8,10.084033613445378,23.8,33.9,76.1,2.15,23.96,7.0,37.17,27.56
2021-08-01 08:57:23,0.0,,229.9,10.0,24.0,31.8,79.16,2.36,24.01,7.37,37.53,27.25
2021-08-01 09:02:23,0.0,,229.7,11.34453781512605,23.8,33.2,76.01,1.88,23.96,6.15,37.63,27.33
2021-08-01 09:07:23,0.0,,229.8,11.34453781512605,23.8,33.8,76.36,2.48,23.99,7.63,37.48,26.98
2021-08-01 09:12:23,0.0,,229.7,10.0,24.0,34.1,71.61,2.11,23.93,6.34,37.54,27.3
2021-08-01 09:17:24,0.0,,229.7,10.084033613445378,23.8,34.5,71.49,2.42,23.94,6.91,37.51,27.25
2021-08-01 09:22:24,0.0,,229.6,11.34453781512605,23.8,34.7,90.14,0.06,23.6,0.28,37.5,27.76
2021-08-01 09:27:24,0.0,,229.7,11.34453781512605,23.8,32.8,78.92,1.87,23.8,6.13,37.56,27.69
2021-08-01 09:32:24,0.0,,229.8,11.440677966101694,23.6,34.0,77.62,1.95,23.8,6.67,37.5,27.19
2021-08-01 09:37:24,0.0,,229.7,10.084033613445378,23.8,34.4,75.53,2.25,23.83,6.66,37.52,27.5
2021-08-01 09:42:24,0.0,,229.8,10.169491525423728,23.6,34.8,74.17,2.56,23.86,7.45,37.62,27.45
2021-08-01 09:47:24,0.0,,229.6,11.34453781512605,23.8,35.2,74.77,2.55,23.88,8.01,37.95,27.64
2021-08-01 09:52:24,0.0,,229.8,10.084033613445378,23.8,35.4,76.29,2.45,23.84,8.07,38.27,28.05
2021-08-01 09:57:24,0.0,,229.8,10.084033613445378,23.8,33.6,80.24,2.37,23.89,7.97,38.58,27.72
2021-08-01 10:02:24,0.0,,229.7,10.084033613445378,23.8,34.5,79.18,2.6,23.95,8.71,38.86,27.94
2021-08-01 10:07:24,241.72222222222223,,229.7,10.084033613445378,23.8,34.5,76.52,2.93,24.26,9.51,39.07,27.68
2021-08-01 10:12:24,237.8888888888889,262.0,229.8,6.198347107438017,24.2,34.4,78.51,3.04,24.13,9.99,39.35,27.71
2021-08-01 10:17:25,202.11111111111111,263.6,229.7,10.0,24.0,35.1,80.83,3.45,25.58,10.79,39.81,28.45
2021-08-01 10:22:25,198.2777777777778,192.8,192.5,9.375,25.6,33.1,76.59,3.49,25.68,9.9,40.04,28.77
2021-08-01 10:27:25,198.2777777777778,189.5,189.2,9.375,25.6,32.8,78.2,3.84,25.82,11.61,40.02,28.62
2021-08-01 10:32:25,198.2777777777778,191.7,191.4,6.976744186046512,25.8,32.8,75.25,3.73,25.97,11.07,40.33,28.83
2021-08-01 10:37:25,198.2777777777778,191.5,191.3,5.769230769230769,26.0,32.7,77.67,4.09,26.11,12.54,40.46,28.69
2021-08-01 10:42:25,198.2777777777778,190.5,190.2,6.923076923076923,26.0,32.6,77.89,3.83,26.16,11.69,40.67,28.67
2021-08-01 10:47:25,199.55555555555557,191.7,191.3,6.923076923076923,26.0,32.7,75.42,4.82,26.35,14.02,40.95,28.69
2021-08-01 10:52:26,199.55555555555557,193.0,192.9,6.870229007633588,26.2,32.6,76.48,4.8,26.45,14.04,41.3,28.56
2021-08-01 10:57:26,198.2777777777778,190.9,190.6,6.818181818181818,26.4,32.7,75.92,6.35,26.71,18.01,41.8,28.86
2021-08-01 11:02:26,200.83333333333334,191.3,191.1,6.7669172932330826,26.6,32.8,74.46,7.11,26.97,19.17,42.35,28.9
2021-08-01 11:07:26,198.2777777777778,191.9,192.2,6.7669172932330826,26.6,32.9,75.58,4.31,26.67,12.14,42.18,29.04
2021-08-01 11:12:26,198.2777777777778,190.5,190.1,7.894736842105263,26.6,33.1,76.32,3.58,26.7,9.67,41.38,29.11
2021-08-01 11:17:26,195.72222222222226,186.6,186.3,6.7669172932330826,26.6,33.1,76.12,3.35,26.78,9.57,41.12,29.1
2021-08-01 11:22:27,194.44444444444449,187.7,187.6,5.639097744360902,26.6,33.2,77.39,3.16,26.9,9.16,40.57,29.07
2021-08-01 11:27:27,191.88888888888894,184.9,183.8,5.555555555555555,27.0,33.1,78.48,3.98,27.22,11.06,40.39,29.28
2021-08-01 11:32:27,191.88888888888894,183.0,182.0,5.514705882352941,27.2,33.3,73.85,2.83,27.1,7.8,40.47,29.36
2021-08-01 11:37:27,193.1666666666667,185.3,185.0,6.666666666666667,27.0,33.5,72.6,2.03,27.08,5.59,39.83,29.47
2021-08-01 11:42:27,195.72222222222226,186.9,186.4,6.61764705882353,27.2,33.6,76.66,2.26,27.38,6.39,39.35,29.46
2021-08-01 11:47:27,194.44444444444449,187.3,187.0,5.434782608695652,27.6,33.5,77.14,2.89,27.84,7.93,39.35,29.59
2021-08-01 11:52:27,193.1666666666667,183.9,183.6,6.428571428571429,28.0,33.6,76.38,2.86,28.16,7.85,39.47,29.65
2021-08-01 11:57:27,199.55555555555557,184.4,184.2,6.293706293706293,28.6,33.7,75.53,3.92,27.27,10.92,39.67,29.31
2021-08-01 12:02:27,200.83333333333334,191.9,191.7,6.61764705882353,27.2,34.6,76.41,4.1,27.75,11.29,40.15,29.23
2021-08-01 12:07:28,205.94444444444449,199.6,199.4,7.5,28.0,34.9,77.75,4.42,28.57,12.07,40.93,29.29
2021-08-01 12:12:28,204.66666666666666,196.4,196.2,7.5,28.0,34.8,73.87,3.9,28.2,10.28,41.24,29.34
2021-08-01 12:17:28,205.94444444444449,200.5,200.1,7.954545454545455,26.4,35.3,76.37,2.93,27.76,8.08,40.94,29.51
2021-08-01 12:22:28,205.94444444444449,203.2,202.9,7.777777777777778,27.0,35.7,73.86,1.48,26.9,4.1,40.84,29.55
2021-08-01 12:27:28,203.38888888888889,199.3,199.2,7.835820895522388,26.8,35.4,72.01,0.55,26.87,1.47,39.97,29.5
2021-08-01 12:32:28,200.83333333333334,193.8,193.6,7.835820895522388,26.8,36.7,74.08,0.86,26.91,2.42,39.66,29.38
2021-08-01 12:37:28,200.83333333333334,193.4,192.9,7.835820895522388,26.8,37.4,75.07,0.97,26.93,2.68,39.62,29.46
2021-08-01 12:42:29,200.83333333333334,191.8,191.5,7.835820895522388,26.8,37.8,74.67,1.04,26.94,2.9,39.61,29.35
2021-08-01 12:47:29,199.55555555555557,191.9,191.6,6.569343065693431,27.4,38.0,77.36,1.57,28.08,4.38,39.77,29.48
2021-08-01 12:52:29,199.55555555555557,192.0,191.7,7.608695652173913,27.6,37.1,73.73,1.57,28.12,4.07,39.93,29.87
2021-08-01 12:57:29,198.2777777777778,191.5,191.1,7.394366197183099,28.4,36.2,84.27,1.36,28.72,3.99,39.97,29.62
2021-08-01 13:02:29,197.00000000000003,190.0,189.9,6.338028169014085,28.4,36.6,85.68,1.23,28.71,3.7,40.12,29.59
2021-08-01 13:07:29,199.55555555555557,192.5,192.3,7.394366197183099,28.4,36.9,87.06,1.1,28.73,3.39,40.27,29.71
2021-08-01 13:12:29,199.55555555555557,194.6,194.2,7.394366197183099,28.4,37.1,88.31,0.97,28.69,2.94,40.41,29.74
2021-08-01 13:17:30,197.00000000000003,192.4,192.1,7.394366197183099,28.4,37.3,88.71,0.85,28.68,2.67,40.61,29.76
2021-08-01 13:22:30,198.2777777777778,193.5,193.3,7.394366197183099,28.4,37.4,89.4,0.8,28.62,2.57,40.78,29.87
2021-08-01 13:27:30,202.11111111111111,195.5,195.1,7.394366197183099,28.4,36.2,90.53,0.66,28.62,2.08,40.77,29.93
2021-08-01 13:32:30,202.11111111111111,197.4,196.6,7.394366197183099,28.4,36.7,90.38,0.6,28.64,1.86,40.75,29.81
2021-08-01 13:37:30,199.55555555555557,194.7,194.4,7.394366197183099,28.4,37.0,90.08,0.55,28.59,1.71,40.63,29.87
2021-08-01 13:42:30,200.83333333333334,192.3,191.9,7.394366197183099,28.4,37.2,91.48,0.5,28.7,1.55,40.34,29.92
2021-08-01 13:47:30,200.83333333333334,192.5,192.2,7.394366197183099,28.4,37.4,89.28,0.46,28.61,1.47,39.85,29.74
2021-08-01 13:52:30,200.83333333333334,194.0,193.7,7.394366197183099,28.4,37.6,90.11,0.43,28.7,1.41,39.45,29.83
2021-08-01 13:57:31,199.55555555555557,192.6,192.2,7.394366197183099,28.4,36.3,88.3,0.42,28.71,1.32,38.99,29.96
2021-08-01 14:02:32,200.83333333333334,,,,,,88.12,0.39,28.72,1.24,38.49,29.7
2021-08-01 14:07:32,199.55555555555557,193.5,193.4,6.338028169014085,28.4,36.8,87.92,0.38,28.71,1.17,38.21,29.59
2021-08-01 14:12:32,202.11111111111111,192.4,192.1,7.394366197183099,28.4,37.1,88.33,0.36,28.72,1.14,38.17,29.62
2021-08-01 14:17:32,0.0,196.1,195.9,7.394366197183099,28.4,37.3,84.02,1.54,25.41,4.83,38.39,29.64
2021-08-01 14:22:32,0.0,,229.6,10.714285714285715,25.2,36.3,74.83,1.84,25.3,5.12,39.28,29.56
2021-08-01 14:27:32,0.0,,229.7,10.714285714285715,25.2,37.6,77.82,1.66,25.4,5.42,39.85,29.5
2021-08-01 14:32:32,0.0,,229.8,7.142857142857143,25.2,36.9,72.67,1.77,25.38,5.12,40.28,29.29
2021-08-01 14:37:32,0.0,,229.8,8.333333333333334,25.2,37.7,74.86,1.88,25.41,5.53,40.59,29.06
2021-08-01 14:42:32,0.0,,229.8,8.333333333333334,25.2,38.2,78.43,1.76,25.36,5.56,41.16,29.15
2021-08-01 14:47:33,0.0,,229.7,8.333333333333334,25.2,38.7,77.09,1.7,25.34,4.98,41.48,29.05
2021-08-01 14:52:33,0.0,,229.9,8.333333333333334,25.2,39.1,79.58,1.45,25.28,4.8,41.76,28.99
2021-08-01 14:57:33,0.0,,229.8,7.2,25.0,38.4,77.53,1.29,25.15,3.69,41.61,29.38
2021-08-01 15:02:33,0.0,,229.7,8.4,25.0,37.8,73.87,1.38,25.15,3.8,41.55,29.7
2021-08-01 15:07:33,0.0,,229.7,8.4,25.0,38.5,72.64,0.94,25.04,2.52,41.33,29.79
2021-08-01 15:12:33,0.0,,230.0,8.4,25.0,39.0,75.86,0.69,25.04,2.29,41.4,29.74
2021-08-01 15:17:33,0.0,,229.9,8.46774193548387,24.8,39.5,77.09,0.63,25.02,2.11,41.57,29.9
2021-08-01 15:22:33,0.0,,229.8,8.46774193548387,24.8,39.9,75.23,0.82,24.98,2.55,41.54,29.96
2021-08-01 15:27:33,0.0,,229.8,7.258064516129032,24.8,38.3,77.54,0.84,24.99,2.65,41.66,30.2
2021-08-01 15:32:33,0.0,,229.8,8.46774193548387,24.8,38.5,74.51,0.94,24.95,3.0,41.74,30.05
2021-08-01 15:37:34,0.0,,229.8,9.67741935483871,24.8,39.2,75.85,1.05,25.03,3.25,41.92,30.05
2021-08-01 15:42:34,0.0,,229.7,9.67741935483871,24.8,39.7,76.0,1.1,24.92,3.42,42.16,30.15
2021-08-01 15:47:34,0.0,,229.6,10.887096774193548,24.8,39.9,79.3,0.91,24.79,3.08,41.87,29.56
2021-08-01 15:52:34,0.0,,229.7,10.97560975609756,24.6,40.2,78.28,0.83,24.81,2.54,41.51,29.49
2021-08-01 15:57:34,0.0,,229.7,9.75609756097561,24.6,37.9,77.0,0.97,24.78,3.26,41.06,29.76
2021-08-01 16:02:34,0.0,,229.8,10.97560975609756,24.6,38.7,77.79,0.94,24.81,3.11,40.74,29.55
2021-08-01 16:07:34,0.0,,229.7,9.75609756097561,24.6,39.2,75.56,1.18,24.77,3.27,40.5,29.57
2021-08-01 16:12:34,0.0,,229.8,9.75609756097561,24.6,39.5,72.91,1.07,24.74,3.3,40.38,29.55
2021-08-01 16:17:35,0.0,,229.8,9.75609756097561,24.6,39.9,73.28,0.69,24.65,2.22,40.1,29.12
2021-08-01 16:22:35,0.0,,229.7,12.195121951219512,24.6,39.9,73.02,0.73,24.6,2.4,39.78,29.22
2021-08-01 16:27:35,0.0,,229.7,11.065573770491804,24.4,37.2,73.12,0.72,24.55,2.18,39.73,29.6
2021-08-01 16:32:35,0.0,,229.8,12.295081967213115,24.4,38.6,75.21,0.53,24.49,1.68,39.63,29.41
2021-08-01 16:37:35,0.0,,229.8,12.295081967213115,24.4,39.2,25.78,0.22,24.41,0.33,38.34,29.33
2021-08-01 16:42:35,0.0,,229.7,12.295081967213115,24.4,39.7,25.71,0.22,24.37,0.29,37.67,29.31
2021-08-01 16:47:36,0.0,,229.7,12.396694214876034,24.2,40.0,25.69,0.2,24.35,0.36,37.32,29.23
2021-08-01 16:52:36,0.0,,229.8,12.396694214876034,24.2,40.1,25.83,0.16,24.45,0.14,36.96,28.94
2021-08-01 16:57:36,0.0,,229.7,7.3770491803278695,24.4,36.2,25.77,0.18,24.47,0.28,36.82,28.83
2021-08-01 17:02:36,0.0,,229.8,6.147540983606557,24.4,38.2,25.8,0.15,24.45,0.13,36.76,28.7
2021-08-01 17:07:36,0.0,,229.7,6.147540983606557,24.4,38.8,25.76,0.08,24.43,0.12,36.76,28.43
2021-08-01 17:12:36,0.0,,229.7,6.147540983606557,24.4,39.2,25.72,0.18,24.44,0.03,36.77,28.2
2021-08-01 17:17:37,0.0,,229.7,6.147540983606557,24.4,39.6,25.7,0.01,24.37,0.09,36.74,28.15
2021-08-01 17:22:37,0.0,,229.9,0.0,24.4,39.9,33.23,0.11,24.45,0.14,36.8,28.11
2021-08-01 17:27:37,0.0,,229.8,6.147540983606557,24.4,35.8,25.62,0.0,24.36,0.18,36.62,28.25
2021-08-01 17:32:37,0.0,,229.6,6.198347107438017,24.2,38.1,25.61,0.12,24.36,0.01,36.55,28.18
2021-08-01 17:37:37,0.0,,229.7,7.43801652892562,24.2,38.6,25.54,0.0,24.29,0.04,36.52,28.14
2021-08-01 17:42:37,0.0,,229.7,7.43801652892562,24.2,39.1,25.52,0.0,24.29,0.0,36.56,28.32
2021-08-01 17:47:37,0.0,,229.8,7.43801652892562,24.2,39.5,25.49,0.0,24.23,0.0,36.64,28.48
2021-08-01 17:52:38,0.0,,229.9,7.43801652892562,24.2,39.8,25.41,0.0,24.19,0.0,36.71,28.4
2021-08-01 17:57:38,0.0,,229.7,7.43801652892562,24.2,36.5,25.37,0.0,24.17,0.0,36.66,28.69
2021-08-01 18:02:38,0.0,,229.8,7.43801652892562,24.2,38.2,25.34,0.0,24.15,0.0,36.61,28.66
2021-08-01 18:07:38,0.0,,229.6,7.5,24.0,38.8,25.23,0.0,24.17,0.0,36.64,28.63
2021-08-01 18:12:38,0.0,,229.8,7.5,24.0,39.2,25.09,0.0,24.12,0.0,36.67,28.43
2021-08-01 18:17:38,0.0,,229.6,8.75,24.0,39.6,13.02,0.0,24.04,0.0,36.22,28.38
2021-08-01 18:22:38,0.0,,229.6,8.75,24.0,39.9,5.19,0.0,24.05,0.0,36.01,28.67
2021-08-01 18:27:39,0.0,,229.8,7.5,24.0,36.9,1.85,0.0,23.99,0.0,35.81,28.77
2021-08-01 18:32:39,0.0,,229.8,7.5,24.0,38.3,0.67,0.0,23.96,0.0,35.62,28.55
2021-08-01 18:37:39,0.0,,229.9,7.563025210084033,23.8,38.9,1.02,0.0,23.95,0.0,35.55,28.46
2021-08-01 18:42:39,0.0,,229.8,7.563025210084033,23.8,39.4,0.18,0.0,23.92,0.0,35.51,28.53
2021-08-01 18:47:39,0.0,,229.7,7.563025210084033,23.8,39.7,0.35,0.0,23.88,0.0,35.5,28.48
2021-08-01 18:52:39,0.0,,229.8,7.563025210084033,23.8,39.8,0.56,0.0,23.89,0.0,35.51,28.42
2021-08-01 18:57:39,0.0,,229.9,7.563025210084033,23.8,37.3,0.11,0.0,23.84,0.0,35.42,28.74
2021-08-01 19:02:40,0.0,,229.6,7.563025210084033,23.8,38.5,0.11,0.0,23.81,0.0,35.28,28.29
2021-08-01 19:07:40,0.0,,229.6,7.563025210084033,23.8,39.1,0.35,0.0,23.84,0.0,35.21,28.28
2021-08-01 19:12:40,0.0,,229.7,8.898305084745763,23.6,39.5,0.17,0.0,23.75,0.0,35.22,28.37
2021-08-01 19:17:40,0.0,,229.7,8.898305084745763,23.6,39.9,0.15,0.0,23.72,0.0,35.26,28.31
2021-08-01 19:22:40,0.0,,229.6,8.898305084745763,23.6,40.0,0.27,0.0,23.68,0.0,35.3,28.17
2021-08-01 19:27:40,0.0,,229.6,7.627118644067796,23.6,37.6,0.29,0.0,23.68,0.0,35.21,28.56
2021-08-01 19:32:40,0.0,,229.6,7.627118644067796,23.6,38.7,0.18,0.0,23.7,0.0,35.09,28.22
2021-08-01 19:37:40,0.0,,229.8,7.627118644067796,23.6,39.3,0.27,0.0,23.6,0.0,35.04,27.97
2021-08-01 19:42:41,0.0,,229.7,8.898305084745763,23.6,39.7,0.37,0.0,23.55,0.0,35.04,27.92
2021-08-01 19:47:41,0.0,,229.7,7.6923076923076925,23.4,40.0,0.13,0.0,23.55,0.0,35.06,28.06
2021-08-01 19:52:41,0.0,,229.6,8.974358974358974,23.4,40.1,0.52,0.0,23.52,0.0,35.08,28.04
2021-08-01 19:57:41,0.0,,229.6,7.6923076923076925,23.4,37.6,0.11,0.0,23.51,0.0,35.01,28.31
2021-08-01 20:02:41,0.0,,229.6,7.6923076923076925,23.4,38.7,0.22,0.0,23.47,0.0,34.89,28.23
2021-08-01 20:07:41,0.0,,229.7,7.6923076923076925,23.4,39.2,0.21,0.0,23.41,0.0,34.91,28.27
2021-08-01 20:12:41,0.0,,229.7,7.6923076923076925,23.4,39.6,0.27,0.0,23.36,0.0,34.98,28.37
2021-08-01 20:17:43,0.0,,,,,,0.4,0.0,23.35,0.0,35.04,27.98
2021-08-01 20:22:43,0.0,,229.7,9.051724137931036,23.2,40.0,0.35,0.0,23.33,0.0,35.11,28.07
2021-08-01 20:27:43,0.0,,229.6,7.758620689655173,23.2,40.1,0.13,0.0,23.29,0.0,35.06,28.42
2021-08-01 20:32:43,0.0,,229.8,6.4655172413793105,23.2,37.7,0.09,0.0,23.35,0.0,34.96,27.94
2021-08-01 20:37:43,0.0,,229.8,5.128205128205129,23.4,38.6,0.38,0.0,23.32,0.0,34.95,27.7
2021-08-01 20:42:43,0.0,,229.7,5.172413793103448,23.2,39.1,0.31,0.0,23.36,0.0,34.95,27.54
2021-08-01 20:47:43,0.0,,229.7,5.172413793103448,23.2,39.5,0.31,0.0,23.36,0.0,34.97,27.89
2021-08-01 20:52:43,0.0,,229.9,0.0,23.4,39.8,0.59,0.0,23.51,0.0,35.03,27.57
2021-08-01 20:57:43,0.0,,229.9,0.0,23.4,39.9,0.11,0.0,23.51,0.0,34.99,28.2
2021-08-01 21:02:43,0.0,,229.6,0.0,23.6,37.8,0.55,0.0,23.53,0.0,34.93,27.72
2021-08-01 21:07:43,217.44444444444446,,229.6,0.0,23.4,38.5,1.38,0.0,24.39,0.0,34.92,28.24
2021-08-01 21:12:43,209.7777777777778,215.8,215.6,0.0,24.4,36.4,1.09,0.0,24.72,0.0,34.55,28.51
